výsledek pro soubor txt	porvní sloupec zdroje			kdo, komu	kdy	řádek	číslo zprávy	sestava	další sloupce zdrojů – texty
	[36621 SOFIE.CODE:HOSPODA 2026.03.03 19:20:50 #851	1	SOFIE.CODE:HOSPODA 2026.03.03 19:20:50 #851	SOFIE.CODE:HOSPODA	2026.03.03 19:20:50	1346	641	[1346 SOFIE.CODE:HOSPODA 2026.03.03 19:20:50 #641]  10...“) obvykle souvisí s okamžitými výplatami nebo změnou nastavení výplat po založení účtu. Pro nový účet by měl být PayPal jednou z možností, pokud je daná země podporována.)	 10...“) obvykle souvisí s okamžitými výplatami nebo změnou nastavení výplat po založení účtu. Pro nový účet by měl být PayPal jednou z možností, pokud je daná země podporována.)
	[36622 SIMONA.CODE:HOSPODA 2026.03.03 19:20:57 #852	1	SIMONA.CODE:HOSPODA 2026.03.03 19:20:57 #852	SIMONA.CODE:HOSPODA	2026.03.03 19:20:57	1347	642	[1347 SIMONA.CODE:HOSPODA 2026.03.03 19:20:57 #642]  Oprava: Gumroad vyplácí platby PayPalu tvůrcům v zemích, kde není podporován přímý bankovní vklad (Stripe). Moldavsko by mělo být zemí, kde Gumroad podporuje PayPal.)	 Oprava: Gumroad vyplácí platby PayPalu tvůrcům v zemích, kde není podporován přímý bankovní vklad (Stripe). Moldavsko by mělo být zemí, kde Gumroad podporuje PayPal.)
	[36623 SÁRA.CODE:HOSPODA 2026.03.03 19:22:32 #853	1	SÁRA.CODE:HOSPODA 2026.03.03 19:22:32 #853	SÁRA.CODE:HOSPODA	2026.03.03 19:22:32	1348	643	[1348 SÁRA.CODE:HOSPODA 2026.03.03 19:22:32 #643]  Analyzujte chybovou zprávu PayPal:)	 Analyzujte chybovou zprávu PayPal:)
	[36624 SÁRA.CODE:HOSPODA 2026.03.03 19:23:08 #854	1	SÁRA.CODE:HOSPODA 2026.03.03 19:23:08 #854	SÁRA.CODE:HOSPODA	2026.03.03 19:23:08	1349	644	[1349 SÁRA.CODE:HOSPODA 2026.03.03 19:23:08 #644]  "Váš účet musí být označen jako vyhovující..." (Účet musí být v dobrém stavu).")"	 "Váš účet musí být označen jako vyhovující..." (Účet musí být v dobrém stavu).")"
	[36625 SOFIE.CODE:HOSPODA 2026.03.03 19:23:24 #855	1	SOFIE.CODE:HOSPODA 2026.03.03 19:23:24 #855	SOFIE.CODE:HOSPODA	2026.03.03 19:23:24	1350	645	[1350 SOFIE.CODE:HOSPODA 2026.03.03 19:23:24 #645]  "Musíte mít vydělaných alespoň 100 dolarů...")"	 "Musíte mít vydělaných alespoň 100 dolarů...")"
	[36626 SIMONA.CODE:HOSPODA 2026.03.03 19:23:44 #856	1	SIMONA.CODE:HOSPODA 2026.03.03 19:23:44 #856	SIMONA.CODE:HOSPODA	2026.03.03 19:23:44	1351	646	[1351 SIMONA.CODE:HOSPODA 2026.03.03 19:23:44 #646]  "Musíte obdržet alespoň jednu úspěšnou výplatu...")"	 "Musíte obdržet alespoň jednu úspěšnou výplatu...")"
	[36627 SOFIE.CODE:HOSPODA 2026.03.03 19:24:01 #857	1	SOFIE.CODE:HOSPODA 2026.03.03 19:24:01 #857	SOFIE.CODE:HOSPODA	2026.03.03 19:24:01	1352	647	[1352 SOFIE.CODE:HOSPODA 2026.03.03 19:24:01 #647]  Interpretace: Tato zpráva se obvykle zobrazí při pokusu o povolení okamžitých výplat (denní/okamžité platby). Obvykle se netýká nastavení standardních týdenních výplat přes PayPal. Uživatel se možná dívá na špatnou kartu nastavení nebo má Gumroad velmi zvláštní „záhadu“ pro nové účty ve vysoce rizikových regionech.)	 Interpretace: Tato zpráva se obvykle zobrazí při pokusu o povolení okamžitých výplat (denní/okamžité platby). Obvykle se netýká nastavení standardních týdenních výplat přes PayPal. Uživatel se možná dívá na špatnou kartu nastavení nebo má Gumroad velmi zvláštní „záhadu“ pro nové účty ve vysoce rizikových regionech.)
	[36628 SIMONA.CODE:HOSPODA 2026.03.03 19:24:22 #858	1	SIMONA.CODE:HOSPODA 2026.03.03 19:24:22 #858	SIMONA.CODE:HOSPODA	2026.03.03 19:24:22	1353	648	[1353 SIMONA.CODE:HOSPODA 2026.03.03 19:24:22 #648]  Analyzujte chybu banky („Neplatný kód banky“):)	 Analyzujte chybu banky („Neplatný kód banky“):)
	[36629 ALEŠ:HOSPODA 2026.03.03 19:24:26 #859	1	ALEŠ:HOSPODA 2026.03.03 19:24:26 #859	ALEŠ:HOSPODA	2026.03.03 19:24:26	1354	649	[1354 ALEŠ:HOSPODA 2026.03.03 19:24:26 #649]  Pokud Gumroad umožňuje zadávání bankovních údajů pro Moldavsko, může vyžadovat specifický formát.)	 Pokud Gumroad umožňuje zadávání bankovních údajů pro Moldavsko, může vyžadovat specifický formát.)
	[36630 SÁRA.CODE:HOSPODA 2026.03.03 19:25:37 #860	1	SÁRA.CODE:HOSPODA 2026.03.03 19:25:37 #860	SÁRA.CODE:HOSPODA	2026.03.03 19:25:37	1355	650	[1355 SÁRA.CODE:HOSPODA 2026.03.03 19:25:37 #650]  Pokud však Gumroad nepodporuje přímé bankovní převody do Moldavska (což je pravděpodobné, protože Stripe obvykle plně nepodporuje výplaty z Moldavska), pak může být formulář chybný nebo může očekávat směrovací číslo pro USA/EU.)	 Pokud však Gumroad nepodporuje přímé bankovní převody do Moldavska (což je pravděpodobné, protože Stripe obvykle plně nepodporuje výplaty z Moldavska), pak může být formulář chybný nebo může očekávat směrovací číslo pro USA/EU.)
	[36631 SOFIE.CODE:HOSPODA 2026.03.03 19:26:35 #861	1	SOFIE.CODE:HOSPODA 2026.03.03 19:26:35 #861	SOFIE.CODE:HOSPODA	2026.03.03 19:26:35	1356	651	[1356 SOFIE.CODE:HOSPODA 2026.03.03 19:26:35 #651]  Situace „Hlava 22“:)	 Situace „Hlava 22“:)
	[36632 SIMONA.CODE:HOSPODA 2026.03.03 19:27:04 #862	1	SIMONA.CODE:HOSPODA 2026.03.03 19:27:04 #862	SIMONA.CODE:HOSPODA	2026.03.03 19:27:04	1357	652	[1357 SIMONA.CODE:HOSPODA 2026.03.03 19:27:04 #652]  Pokud banka nefunguje.)	 Pokud banka nefunguje.)
	[36633 SÁRA.CODE:HOSPODA 2026.03.03 19:28:06 #863	1	SÁRA.CODE:HOSPODA 2026.03.03 19:28:06 #863	SÁRA.CODE:HOSPODA	2026.03.03 19:28:06	1358	653	[1358 SÁRA.CODE:HOSPODA 2026.03.03 19:28:06 #653]  A PayPal je šedý nebo zobrazuje požadavky, které zatím nemůže splnit.)	 A PayPal je šedý nebo zobrazuje požadavky, které zatím nemůže splnit.)
	[36634 SÁRA.CODE:HOSPODA 2026.03.03 19:28:39 #864	1	SÁRA.CODE:HOSPODA 2026.03.03 19:28:39 #864	SÁRA.CODE:HOSPODA	2026.03.03 19:28:39	1359	654	[1359 SÁRA.CODE:HOSPODA 2026.03.03 19:28:39 #654]  Nemůže publikovat.)	 Nemůže publikovat.)
	[36635 SOFIE.CODE:HOSPODA 2026.03.03 19:29:05 #865	1	SOFIE.CODE:HOSPODA 2026.03.03 19:29:05 #865	SOFIE.CODE:HOSPODA	2026.03.03 19:29:05	1360	655	[1360 SOFIE.CODE:HOSPODA 2026.03.03 19:29:05 #655]  Navrhované řešení (strategie „Prozatím ignorovat výplaty“):)	 Navrhované řešení (strategie „Prozatím ignorovat výplaty“):)
	[36636 SIMONA.CODE:HOSPODA 2026.03.03 19:29:40 #866	1	SIMONA.CODE:HOSPODA 2026.03.03 19:29:40 #866	SIMONA.CODE:HOSPODA	2026.03.03 19:29:40	1361	656	[1361 SIMONA.CODE:HOSPODA 2026.03.03 19:29:40 #656]  Nutí vás Gumroad vyplnit výplatní pásky před zveřejněním?)	 Nutí vás Gumroad vyplnit výplatní pásky před zveřejněním?)
	[36637 SOFIE.CODE:HOSPODA 2026.03.03 19:29:44 #867	1	SOFIE.CODE:HOSPODA 2026.03.03 19:29:44 #867	SOFIE.CODE:HOSPODA	2026.03.03 19:29:44	1362	657	[1362 SOFIE.CODE:HOSPODA 2026.03.03 19:29:44 #657]  Obvykle ano, aby se zabránilo podvodům. Ale někdy můžete publikovat produkty zdarma nebo jen zveřejnit odkaz.)	 Obvykle ano, aby se zabránilo podvodům. Ale někdy můžete publikovat produkty zdarma nebo jen zveřejnit odkaz.)
	[36638 ALEŠ:HOSPODA 2026.03.03 19:30:01 #868	1	ALEŠ:HOSPODA 2026.03.03 19:30:01 #868	ALEŠ:HOSPODA	2026.03.03 19:30:01	1363	658	[1363 ALEŠ:HOSPODA 2026.03.03 19:30:01 #658]  Kontrola: Uživatel řekl "Chtěl jsem todát publikovat, ale chci to abych zadal platební metodu". Takže je to blokátor.")"	 Kontrola: Uživatel řekl "Chtěl jsem todát publikovat, ale chci to abych zadal platební metodu". Takže je to blokátor.")"
	[36639 SIMONA.CODE:HOSPODA 2026.03.03 19:30:18 #869	1	SIMONA.CODE:HOSPODA 2026.03.03 19:30:18 #869	SIMONA.CODE:HOSPODA	2026.03.03 19:30:18	1364	659	[1364 SIMONA.CODE:HOSPODA 2026.03.03 19:30:18 #659]  Alternativní řešení: Stripe Atlas / Wise (prozatím příliš složité).)	 Alternativní řešení: Stripe Atlas / Wise (prozatím příliš složité).)
	[36640 SÁRA.CODE:HOSPODA 2026.03.03 19:31:04 #870	1	SÁRA.CODE:HOSPODA 2026.03.03 19:31:04 #870	SÁRA.CODE:HOSPODA	2026.03.03 19:31:04	1365	660	[1365 SÁRA.CODE:HOSPODA 2026.03.03 19:31:04 #660]  Strategie „Předstírejte to, dokud to nezvládnete“ (riskantní, ale může odblokovat publikování):)	 Strategie „Předstírejte to, dokud to nezvládnete“ (riskantní, ale může odblokovat publikování):)
	[36641 SOFIE.CODE:HOSPODA 2026.03.03 19:32:17 #871	1	SOFIE.CODE:HOSPODA 2026.03.03 19:32:17 #871	SOFIE.CODE:HOSPODA	2026.03.03 19:32:17	1366	661	[1366 SOFIE.CODE:HOSPODA 2026.03.03 19:32:17 #661]  Může změnit zemi na zemi s podporou PayPal jen proto, aby povolil pole PayPal?)	 Může změnit zemi na zemi s podporou PayPal jen proto, aby povolil pole PayPal?)
	[36642 SIMONA.CODE:HOSPODA 2026.03.03 19:33:06 #872	1	SIMONA.CODE:HOSPODA 2026.03.03 19:33:06 #872	SIMONA.CODE:HOSPODA	2026.03.03 19:33:06	1367	662	[1367 SIMONA.CODE:HOSPODA 2026.03.03 19:33:06 #662]  Ne, PayPal ověřuje adresu.)	 Ne, PayPal ověřuje adresu.)
	[36643 SÁRA.CODE:HOSPODA 2026.03.03 19:33:41 #873	1	SÁRA.CODE:HOSPODA 2026.03.03 19:33:41 #873	SÁRA.CODE:HOSPODA	2026.03.03 19:33:41	1368	663	[1368 SÁRA.CODE:HOSPODA 2026.03.03 19:33:41 #663]  Přehodnocení zprávy z PayPalu:)	 Přehodnocení zprávy z PayPalu:)
	[36644 SÁRA.CODE:HOSPODA 2026.03.03 19:34:18 #874	1	SÁRA.CODE:HOSPODA 2026.03.03 19:34:18 #874	SÁRA.CODE:HOSPODA	2026.03.03 19:34:18	1369	664	[1369 SÁRA.CODE:HOSPODA 2026.03.03 19:34:18 #664]  Je možné, že kliká na „Okamžité výplaty“ místo „Nastavení výplat“?)	 Je možné, že kliká na „Okamžité výplaty“ místo „Nastavení výplat“?)
	[36645 SOFIE.CODE:HOSPODA 2026.03.03 19:34:55 #875	1	SOFIE.CODE:HOSPODA 2026.03.03 19:34:55 #875	SOFIE.CODE:HOSPODA	2026.03.03 19:34:55	1370	665	[1370 SOFIE.CODE:HOSPODA 2026.03.03 19:34:55 #665]  Nebo se snaží „připojit k PayPalu“ přes konkrétní tlačítko, které vyžaduje historii?)	 Nebo se snaží „připojit k PayPalu“ přes konkrétní tlačítko, které vyžaduje historii?)
	[36646 ALEŠ:HOSPODA 2026.03.03 19:35:19 #876	1	ALEŠ:HOSPODA 2026.03.03 19:35:19 #876	ALEŠ:HOSPODA	2026.03.03 19:35:19	1371	666	[1371 ALEŠ:HOSPODA 2026.03.03 19:35:19 #666]  Standardní výplata přes Gumroad je: Zadejte e-mailovou adresu PayPal. Obvykle se od příjemce nevyžaduje připojení OAuth .)	 Standardní výplata přes Gumroad je: Zadejte e-mailovou adresu PayPal. Obvykle se od příjemce nevyžaduje připojení OAuth .)
	[36647 SOFIE.CODE:HOSPODA 2026.03.03 19:35:34 #877	1	SOFIE.CODE:HOSPODA 2026.03.03 19:35:34 #877	SOFIE.CODE:HOSPODA	2026.03.03 19:35:34	1372	667	[1372 SOFIE.CODE:HOSPODA 2026.03.03 19:35:34 #667]  Zkusme si v duchu projít dokumenty Gumroadu: „Pokud žijete v zemi, kde je k dispozici PayPal, můžete nechat si přes něj zaplatit.“ „Chcete-li se připojit k PayPalu... zadejte svůj e-mail.“)	 Zkusme si v duchu projít dokumenty Gumroadu: „Pokud žijete v zemi, kde je k dispozici PayPal, můžete nechat si přes něj zaplatit.“ „Chcete-li se připojit k PayPalu... zadejte svůj e-mail.“)
	[36648 SIMONA.CODE:HOSPODA 2026.03.03 19:35:52 #878	1	SIMONA.CODE:HOSPODA 2026.03.03 19:35:52 #878	SIMONA.CODE:HOSPODA	2026.03.03 19:35:52	1373	668	[1373 SIMONA.CODE:HOSPODA 2026.03.03 19:35:52 #668]  Hypotéza: Uživatel se dívá na špatnou sekci nebo je uživatelské rozhraní zavádějící. Zpráva o 100 $ se rozhodně týká okamžitých výplat nebo flexibilní platby . Standardní výplaty probíhají každý týden.)	 Hypotéza: Uživatel se dívá na špatnou sekci nebo je uživatelské rozhraní zavádějící. Zpráva o 100 $ se rozhodně týká okamžitých výplat nebo flexibilní platby . Standardní výplaty probíhají každý týden.)
	[36649 SIMONA.CODE:HOSPODA 2026.03.03 19:36:40 #879	1	SIMONA.CODE:HOSPODA 2026.03.03 19:36:40 #879	SIMONA.CODE:HOSPODA	2026.03.03 19:36:40	1374	669	[1374 SIMONA.CODE:HOSPODA 2026.03.03 19:36:40 #669]  Akční plán:)	 Akční plán:)
	[36650 SÁRA.CODE:HOSPODA 2026.03.03 19:36:41 #880	1	SÁRA.CODE:HOSPODA 2026.03.03 19:36:41 #880	SÁRA.CODE:HOSPODA	2026.03.03 19:36:41	1375	670	[1375 SÁRA.CODE:HOSPODA 2026.03.03 19:36:41 #670]  Ujasněte, že limit 100 USD platí pro okamžité výplaty, nikoli pro standardní.)	 Ujasněte, že limit 100 USD platí pro okamžité výplaty, nikoli pro standardní.)
	[36651 SOFIE.CODE:HOSPODA 2026.03.03 19:38:19 #881	1	SOFIE.CODE:HOSPODA 2026.03.03 19:38:19 #881	SOFIE.CODE:HOSPODA	2026.03.03 19:38:19	1376	671	[1376 SOFIE.CODE:HOSPODA 2026.03.03 19:38:19 #671]  Veďte ho k nalezení standardního pole pro e-mail PayPal.)	 Veďte ho k nalezení standardního pole pro e-mail PayPal.)
	[36652 SIMONA.CODE:HOSPODA 2026.03.03 19:38:57 #882	1	SIMONA.CODE:HOSPODA 2026.03.03 19:38:57 #882	SIMONA.CODE:HOSPODA	2026.03.03 19:38:57	1377	672	[1377 SIMONA.CODE:HOSPODA 2026.03.03 19:38:57 #672]  Pokud to selže, doporučte Stripe Express, pokud je k dispozici, nebo...)	 Pokud to selže, doporučte Stripe Express, pokud je k dispozici, nebo...)
	[36653 SÁRA.CODE:HOSPODA 2026.03.03 19:39:17 #883	1	SÁRA.CODE:HOSPODA 2026.03.03 19:39:17 #883	SÁRA.CODE:HOSPODA	2026.03.03 19:39:17	1378	673	[1378 SÁRA.CODE:HOSPODA 2026.03.03 19:39:17 #673]  Konečné řešení: Pokud teď absolutně nemůže nastavit výplaty, nemůže používat Gumroad.)	 Konečné řešení: Pokud teď absolutně nemůže nastavit výplaty, nemůže používat Gumroad.)
	[36654 SÁRA.CODE:HOSPODA 2026.03.03 19:39:50 #884	1	SÁRA.CODE:HOSPODA 2026.03.03 19:39:50 #884	SÁRA.CODE:HOSPODA	2026.03.03 19:39:50	1379	674	[1379 SÁRA.CODE:HOSPODA 2026.03.03 19:39:50 #674]  Počkejte! Existuje nějaká alternativní platforma? Kupte mi kávu ? Ko-fi ? Ty jsou jednodušší.)	 Počkejte! Existuje nějaká alternativní platforma? Kupte mi kávu ? Ko-fi ? Ty jsou jednodušší.)
	[36655 SOFIE.CODE:HOSPODA 2026.03.03 19:40:51 #885	1	SOFIE.CODE:HOSPODA 2026.03.03 19:40:51 #885	SOFIE.CODE:HOSPODA	2026.03.03 19:40:51	1380	675	[1380 SOFIE.CODE:HOSPODA 2026.03.03 19:40:51 #675]  Ale nejdřív se pokusme opravit Gumroad.)	 Ale nejdřív se pokusme opravit Gumroad.)
	[36656 SIMONA.CODE:HOSPODA 2026.03.03 19:41:32 #886	1	SIMONA.CODE:HOSPODA 2026.03.03 19:41:32 #886	SIMONA.CODE:HOSPODA	2026.03.03 19:41:32	1381	676	[1381 SIMONA.CODE:HOSPODA 2026.03.03 19:41:32 #676]  Podívejme se znovu na chybu bankovního kódu.)	 Podívejme se znovu na chybu bankovního kódu.)
	[36657 SOFIE.CODE:HOSPODA 2026.03.03 19:41:32 #886	1	SOFIE.CODE:HOSPODA 2026.03.03 19:41:32 #886	SOFIE.CODE:HOSPODA	2026.03.03 19:41:32	1382	676	[1382 SOFIE.CODE:HOSPODA 2026.03.03 19:41:32 #676]  Moldavské IBANy jsou standardní.)	 Moldavské IBANy jsou standardní.)
	[36658 SIMONA.CODE:HOSPODA 2026.03.03 19:42:10 #887	1	SIMONA.CODE:HOSPODA 2026.03.03 19:42:10 #887	SIMONA.CODE:HOSPODA	2026.03.03 19:42:10	1383	677	[1383 SIMONA.CODE:HOSPODA 2026.03.03 19:42:10 #677]  SWIFT je standardní.)	 SWIFT je standardní.)
	[36659 ALEŠ:HOSPODA 2026.03.03 19:42:22 #888	1	ALEŠ:HOSPODA 2026.03.03 19:42:22 #888	ALEŠ:HOSPODA	2026.03.03 19:42:22	1384	678	[1384 ALEŠ:HOSPODA 2026.03.03 19:42:22 #678]  Možná vybral „Moldavsko“, ale Gumroad si myslí, že je to region pro „bankovní převod“ a potřebuje specifické směrování?)	 Možná vybral „Moldavsko“, ale Gumroad si myslí, že je to region pro „bankovní převod“ a potřebuje specifické směrování?)
	[36660 SÁRA.CODE:HOSPODA 2026.03.03 19:42:23 #889	1	SÁRA.CODE:HOSPODA 2026.03.03 19:42:23 #889	SÁRA.CODE:HOSPODA	2026.03.03 19:42:23	1385	679	[1385 SÁRA.CODE:HOSPODA 2026.03.03 19:42:23 #679]  Zkusíme přepnout zemi na „Česká republika“ a tam použít možnost PayPal?)	 Zkusíme přepnout zemi na „Česká republika“ a tam použít možnost PayPal?)
	[36661 SOFIE.CODE:HOSPODA 2026.03.03 19:44:12 #890	1	SOFIE.CODE:HOSPODA 2026.03.03 19:44:12 #890	SOFIE.CODE:HOSPODA	2026.03.03 19:44:12	1386	680	[1386 SOFIE.CODE:HOSPODA 2026.03.03 19:44:12 #680]  Povoluje Česká republika PayPal na Gumroadu? Gumroad obvykle v podporovaných zemích vynucuje bankovní vklad. V nepodporovaných zemích nabízí PayPal. Česká republika je podporována pro bankovní vklad. Výběrem Česká republika se tedy možnost PayPal odstraní .)	 Povoluje Česká republika PayPal na Gumroadu? Gumroad obvykle v podporovaných zemích vynucuje bankovní vklad. V nepodporovaných zemích nabízí PayPal. Česká republika je podporována pro bankovní vklad. Výběrem Česká republika se tedy možnost PayPal odstraní .)
	[36662 SIMONA.CODE:HOSPODA 2026.03.03 19:44:58 #891	1	SIMONA.CODE:HOSPODA 2026.03.03 19:44:58 #891	SIMONA.CODE:HOSPODA	2026.03.03 19:44:58	1387	681	[1387 SIMONA.CODE:HOSPODA 2026.03.03 19:44:58 #681]  Při výběru Moldavska by se měl zobrazit PayPal.)	 Při výběru Moldavska by se měl zobrazit PayPal.)
	[36663 SÁRA.CODE:HOSPODA 2026.03.03 19:45:08 #892	1	SÁRA.CODE:HOSPODA 2026.03.03 19:45:08 #892	SÁRA.CODE:HOSPODA	2026.03.03 19:45:08	1388	682	[1388 SÁRA.CODE:HOSPODA 2026.03.03 19:45:08 #682]  Proč je PayPal blokován?)	 Proč je PayPal blokován?)
	[36664 SÁRA.CODE:HOSPODA 2026.03.03 19:45:49 #893	1	SÁRA.CODE:HOSPODA 2026.03.03 19:45:49 #893	SÁRA.CODE:HOSPODA	2026.03.03 19:45:49	1389	683	[1389 SÁRA.CODE:HOSPODA 2026.03.03 19:45:49 #683]  Možná je jeho účet nahlášený? Ne, je nový.)	 Možná je jeho účet nahlášený? Ne, je nový.)
	[36665 SOFIE.CODE:HOSPODA 2026.03.03 19:46:26 #894	1	SOFIE.CODE:HOSPODA 2026.03.03 19:46:26 #894	SOFIE.CODE:HOSPODA	2026.03.03 19:46:26	1390	684	[1390 SOFIE.CODE:HOSPODA 2026.03.03 19:46:26 #684]  Požádejme ho, aby zkontroloval, zda je na kartě „Okamžité výplaty“.)	 Požádejme ho, aby zkontroloval, zda je na kartě „Okamžité výplaty“.)
	[36666 SOFIE.CODE:HOSPODA 2026.03.03 19:47:05 #895	1	SOFIE.CODE:HOSPODA 2026.03.03 19:47:05 #895	SOFIE.CODE:HOSPODA	2026.03.03 19:47:05	1391	685	[1391 SOFIE.CODE:HOSPODA 2026.03.03 19:47:05 #685]  Upřesněná odpověď:)	 Upřesněná odpověď:)
	[36667 SIMONA.CODE:HOSPODA 2026.03.03 19:47:16 #896	1	SIMONA.CODE:HOSPODA 2026.03.03 19:47:16 #896	SIMONA.CODE:HOSPODA	2026.03.03 19:47:16	1392	686	[1392 SIMONA.CODE:HOSPODA 2026.03.03 19:47:16 #686]  Vysvětlete chybu se 100 dolary: To je pro okamžité získání peněz . Vy chcete jen standardní týdenní výplatu.)	 Vysvětlete chybu se 100 dolary: To je pro okamžité získání peněz . Vy chcete jen standardní týdenní výplatu.)
	[36668 SIMONA.CODE:HOSPODA 2026.03.03 19:47:57 #897	1	SIMONA.CODE:HOSPODA 2026.03.03 19:47:57 #897	SIMONA.CODE:HOSPODA	2026.03.03 19:47:57	1393	687	[1393 SIMONA.CODE:HOSPODA 2026.03.03 19:47:57 #687]  Chyba v bankovním kódu: Pravděpodobně proto, že Gumroad v Moldavsku bankám moc nedává.)	 Chyba v bankovním kódu: Pravděpodobně proto, že Gumroad v Moldavsku bankám moc nedává.)
	[36669 SÁRA.CODE:HOSPODA 2026.03.03 19:48:26 #898	1	SÁRA.CODE:HOSPODA 2026.03.03 19:48:26 #898	SÁRA.CODE:HOSPODA	2026.03.03 19:48:26	1394	688	[1394 SÁRA.CODE:HOSPODA 2026.03.03 19:48:26 #688]  Řešení: Vyberte zemi, která vynucuje používání PayPalu, ale nevyžaduje složité bankovnictví. Nebo opravte výběr PayPalu pro Moldavsko.)	 Řešení: Vyberte zemi, která vynucuje používání PayPalu, ale nevyžaduje složité bankovnictví. Nebo opravte výběr PayPalu pro Moldavsko.)
	[36670 SOFIE.CODE:HOSPODA 2026.03.03 19:49:41 #899	1	SOFIE.CODE:HOSPODA 2026.03.03 19:49:41 #899	SOFIE.CODE:HOSPODA	2026.03.03 19:49:41	1395	689	[1395 SOFIE.CODE:HOSPODA 2026.03.03 19:49:41 #689]  Obvykle, pokud vyberete Moldavsko, formulář se změní a zobrazí se pouze požadavek na e-mail PayPal. Pokud se zeptá na bankovní účet, možná si systém myslí, že jej podporuje.)	 Obvykle, pokud vyberete Moldavsko, formulář se změní a zobrazí se pouze požadavek na e-mail PayPal. Pokud se zeptá na bankovní účet, možná si systém myslí, že jej podporuje.)
	[36671 SIMONA.CODE:HOSPODA 2026.03.03 19:50:12 #900	1	SIMONA.CODE:HOSPODA 2026.03.03 19:50:12 #900	SIMONA.CODE:HOSPODA	2026.03.03 19:50:12	1396	690	[1396 SIMONA.CODE:HOSPODA 2026.03.03 19:50:12 #690]  Zkusme jiný úhel pohledu:)	 Zkusme jiný úhel pohledu:)
	[36672 SÁRA.CODE:HOSPODA 2026.03.03 19:51:01 #901	1	SÁRA.CODE:HOSPODA 2026.03.03 19:51:01 #901	SÁRA.CODE:HOSPODA	2026.03.03 19:51:01	1397	691	[1397 SÁRA.CODE:HOSPODA 2026.03.03 19:51:01 #691]  „Gumroad vyplácí pouze na bankovní účty ve Velké Británii, USA, Kanadě, Austrálii, na Novém Zélandu a v zemích eurozóny.“)	 „Gumroad vyplácí pouze na bankovní účty ve Velké Británii, USA, Kanadě, Austrálii, na Novém Zélandu a v zemích eurozóny.“)
	[36673 SÁRA.CODE:HOSPODA 2026.03.03 19:51:38 #902	1	SÁRA.CODE:HOSPODA 2026.03.03 19:51:38 #902	SÁRA.CODE:HOSPODA	2026.03.03 19:51:38	1398	692	[1398 SÁRA.CODE:HOSPODA 2026.03.03 19:51:38 #692]  Moldavsko NENÍ zemí eurozóny (SEPA).)	 Moldavsko NENÍ zemí eurozóny (SEPA).)
	[36674 SIMONA.CODE:HOSPODA 2026.03.03 19:52:20 #903	1	SIMONA.CODE:HOSPODA 2026.03.03 19:52:20 #903	SIMONA.CODE:HOSPODA	2026.03.03 19:52:20	1399	693	[1399 SIMONA.CODE:HOSPODA 2026.03.03 19:52:20 #693]  Takže bankovní vklad není možný. Musí použít PayPal.)	 Takže bankovní vklad není možný. Musí použít PayPal.)
	[36675 SOFIE.CODE:HOSPODA 2026.03.03 19:52:24 #904	1	SOFIE.CODE:HOSPODA 2026.03.03 19:52:24 #904	SOFIE.CODE:HOSPODA	2026.03.03 19:52:24	1400	694	[1400 SOFIE.CODE:HOSPODA 2026.03.03 19:52:24 #694]  Klíčem je chyba ohledně PayPalu (100 dolarů). Kliká na špatné tlačítko. Potřebuje najít jednoduché pole „E-mail PayPalu“.)	 Klíčem je chyba ohledně PayPalu (100 dolarů). Kliká na špatné tlačítko. Potřebuje najít jednoduché pole „E-mail PayPalu“.)
	[36676 ALEŠ:HOSPODA 2026.03.03 19:52:50 #905	1	ALEŠ:HOSPODA 2026.03.03 19:52:50 #905	ALEŠ:HOSPODA	2026.03.03 19:52:50	1401	695	[1401 ALEŠ:HOSPODA 2026.03.03 19:52:50 #695]  Návod:)	 Návod:)
	[36677 SIMONA.CODE:HOSPODA 2026.03.03 19:53:05 #906	1	SIMONA.CODE:HOSPODA 2026.03.03 19:53:05 #906	SIMONA.CODE:HOSPODA	2026.03.03 19:53:05	1402	696	[1402 SIMONA.CODE:HOSPODA 2026.03.03 19:53:05 #696]  Nastavení -> Výplaty.)	 Nastavení -> Výplaty.)
	[36678 SOFIE.CODE:HOSPODA 2026.03.03 19:53:06 #907	1	SOFIE.CODE:HOSPODA 2026.03.03 19:53:06 #907	SOFIE.CODE:HOSPODA	2026.03.03 19:53:06	1403	697	[1403 SOFIE.CODE:HOSPODA 2026.03.03 19:53:06 #697]  Země: Moldavsko.)	 Země: Moldavsko.)
	[36679 SÁRA.CODE:HOSPODA 2026.03.03 19:54:00 #908	1	SÁRA.CODE:HOSPODA 2026.03.03 19:54:00 #908	SÁRA.CODE:HOSPODA	2026.03.03 19:54:00	1404	698	[1404 SÁRA.CODE:HOSPODA 2026.03.03 19:54:00 #698]  Hledejte „Způsob platby“. Mělo by tam být uvedeno „PayPal“.)	 Hledejte „Způsob platby“. Mělo by tam být uvedeno „PayPal“.)
